eGRID2012 file generator sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Notes
13750,ND,Garrison,2815,2,0,OP,HY,WAT,128,0,0,0,,1956,
13751,ND,Garrison,2815,3,0,OP,HY,WAT,128,0,0,0,,1956,
13752,ND,Garrison,2815,4,0,OP,HY,WAT,115,0,0,0,,1960,
13753,ND,Garrison,2815,5,0,OP,HY,WAT,115,0,0,0,,1960,
13754,ND,Glen Ullin Station 6,57172,1,0,OP,ST,WH,5.3,1.351059705,62727,0,F923NONK,2009,
13755,ND,Grafton,2811,1,0,SB,IC,DFO,0.6,0,0,0,,1937,
13756,ND,Grafton,2811,2,0,SB,IC,DFO,0.8,0,0,0,,1949,
13757,ND,Grafton,2811,3,0,SB,IC,DFO,1.3,0,0,0,,1956,
13758,ND,Grafton,2811,4,0,SB,IC,DFO,1.3,0,0,0,,1956,
13759,ND,Grand Forks,2821,1,0,RE,IC,DFO,0.7,0,0,0,,1941,
13760,ND,Grand Forks,2821,10,0,RE,IC,DFO,1.1,0,0,0,,1949,
13761,ND,Grand Forks,2821,11,0,RE,IC,DFO,1.1,0,0,0,,1949,
13762,ND,Grand Forks,2821,2,0,RE,IC,DFO,0.7,0,0,0,,1941,
13763,ND,Grand Forks,2821,3,0,RE,IC,DFO,0.7,0,0,0,,1941,
13764,ND,Grand Forks,2821,4,0,RE,IC,DFO,1,0,0,0,,1946,
13765,ND,Grand Forks,2821,5,0,RE,IC,DFO,1,0,0,0,,1946,
13766,ND,Grand Forks,2821,6,0,RE,IC,DFO,1,0,0,0,,1946,
13767,ND,Grand Forks,2821,7,0,RE,IC,DFO,1.1,0,0,0,,1949,
13768,ND,Grand Forks,2821,8,0,RE,IC,DFO,1.1,0,0,0,,1949,
13769,ND,Grand Forks,2821,9,0,RE,IC,DFO,1.1,0,0,0,,1949,
13770,ND,Harwood,2822,1,0,RE,IC,DFO,1.6,0,0,0,,1947,
13771,ND,Harwood,2822,2,0,RE,IC,DFO,1.6,0,0,0,,1947,
13772,ND,Harwood,2822,3,0,RE,IC,DFO,1.6,0,0,0,,1947,
13773,ND,Hillsboro,56098,1,0,OP,IC,DFO,2,0,0,0,,2002,
13774,ND,Hillsboro,56098,2,0,OP,IC,DFO,2,0,0,0,,2002,
13775,ND,Jamestown,2801,1,0,SB,GT,DFO,24.1,0,0,0,,1976,
13776,ND,Jamestown,2801,2,0,SB,GT,DFO,24.1,0,0,0,,1978,
13777,ND,Kindred School,56242,1,0,SB,IC,DFO,2,0.003025114,53,0,F923NONK,2001,
13778,ND,Langdon Wind  LLC,56605,GE15,0,OP,WT,WND,159,0.309395911,430939,0,F923NONK,2007,
13779,ND,Langdon Wind Energy Center,57033,1,0,OP,WT,WND,40.5,0.404473195,143499,0,F923NONK,2007,
13780,ND,Langdon Wind II LLC,56912,GE15,0,OP,WT,WND,40.5,0.404583122,143538,0,F923NONK,2008,
13781,ND,Leland Olds,2817,1,1,OP,ST,LIG,216,0.643390094,1217397,0,F923ST,1966,
13782,ND,Leland Olds,2817,2,1,OP,ST,LIG,440,0.568513906,2191280,0,F923ST,1975,
13783,ND,Lonesome Creek Station,57943,1,0,U,GT,NG,60.5,0,0,0,,2013,
13784,ND,Lonesome Creek Station,57943,2,0,L,GT,NG,60.5,0,0,0,,2015,
13785,ND,Lonesome Creek Station,57943,3,0,L,GT,NG,60.5,0,0,0,,2015,
13786,ND,Luverne Wind Farm,57031,1,0,OP,WT,WND,49.5,0.403611457,175014,0,F923NONK,2009,
13787,ND,Mandan Refinery,52133,GEN1,0,OP,ST,OG,2.5,0,0,0,,1954,
13788,ND,Mandan Refinery,52133,GEN2,0,OP,ST,OG,2.5,0,0,0,,1954,
13789,ND,Mandan Refinery,52133,GEN3,0,OP,ST,OG,2.5,0,0,0,,1958,
13790,ND,Merricourt Wind Project,57048,1,0,IP,WT,WND,150,0,0,0,,,
13791,ND,Milton R Young,2823,1,1,OP,ST,LIG,257,0.845163282,1902733,0,F923ST,1970,
13792,ND,Milton R Young,2823,2,1,OP,ST,LIG,477,0.780405742,3260941,0,F923ST,1977,
13793,ND,Minot Wind Project,55995,MWP,0,OP,WT,WND,2.6,0,0,0,,2003,
13794,ND,Minot Wind Project,55995,MWP2,0,OP,WT,WND,4.5,0,0,0,,2009,
13795,ND,Pioneer Generating Station,57881,1,0,U,GT,NG,60.5,0,0,0,,2013,
13796,ND,Pioneer Generating Station,57881,2,0,L,GT,NG,60.5,0,0,0,,2014,
13797,ND,Pioneer Generating Station,57881,3,0,L,GT,NG,60.5,0,0,0,,2014,
13798,ND,Prairie Winds ND1,56607,ND1,0,OP,WT,WND,115.5,0.43162051,436705,0,F923NONK,2009,
13799,ND,R M Heskett,2790,1,1,OP,ST,LIG,40,0.258193493,90471,0,F923ST,1954,
13800,ND,R M Heskett,2790,2,1,OP,ST,LIG,75,0.58825723,386485,0,F923ST,1963,
13801,ND,R M Heskett,2790,3,0,L,GT,NG,88,0,0,0,,2015,
13802,ND,Rugby Wind Power Project,57097,1,0,OP,WT,WND,149,0.310511477,405292,0,F923NONK,2009,
13803,ND,Spiritwood Station,56786,1,1,V,ST,LIG,106.2,0,0,0,,2014,
13804,ND,Stanton,2824,1,2,OP,ST,SUB,190.2,0.746009368,1242965,0,F923ST,1967,
13805,ND,Stanton,2824,2,0,SB,IC,DFO,1,0,0,0,F923NONK,1986,
13806,ND,Tatanka Wind Power LLC,56669,TW1,0,OP,WT,WND,180,0.420454718,662973,0,F923NONK,2008,
13807,ND,Velva Windfarm LLC,56670,VW1,0,OP,WT,WND,11.9,0.293321438,30577,0,F923NONK,2005,
13808,ND,Walhalla,55638,GEN1,0,RE,ST,SUB,2,0.009988584,175,0,F923NONK,2000,
13809,ND,Williston,2791,2,0,RE,GT,NG,5,0,0,0,,1953,
13810,ND,Williston,2791,3,0,RE,GT,NG,5,0,0,0,,1953,
13811,ND,Wilton Wind II LLC,57120,1,0,OP,WT,WND,49.5,0.435858586,188997,0,F923NONK,2009,
13812,NE,Ainsworth Wind,56162,1,0,OP,WT,WND,59.4,0.331373092,172428,0,F923NONK,2005,
13813,NE,Ansley,2214,2,0,OP,IC,NG,0.9,0,0,0,,1976,
13814,NE,Ansley,2214,3,0,OP,IC,DFO,0.6,0,0,0,,1969,
13815,NE,Archer Daniels Midland Columbus,57046,GEN1,2,OP,ST,SUB,71.4,0.47726328,298511,0,F923ST,2010,
13816,NE,Archer Daniels Midland Lincoln,10862,GEN1,0,OP,ST,SUB,7.9,0.665973065,46088,0,F923NONK,1988,
13817,NE,Arnold,2216,1,0,OP,IC,DFO,0.5,0,0,0,,1960,
13818,NE,Arnold,2216,2A,0,OS,IC,DFO,0.1,0,0,0,,1937,
13819,NE,Arnold,2216,3,0,OP,IC,DFO,0.2,0,0,0,,1942,
13820,NE,Arnold,2216,4,0,OP,IC,DFO,0.3,0,0,0,,1946,
13821,NE,Auburn,2215,1,0,OP,IC,NG,2.4,0,0,0,,1982,
13822,NE,Auburn,2215,2,0,OP,IC,NG,1,0,0,0,,1949,
13823,NE,Auburn,2215,4A,0,OP,IC,NG,3.7,0,0,0,,1993,
13824,NE,Auburn,2215,5,0,OP,IC,NG,3.3,0,0,0,,1973,
13825,NE,Auburn,2215,6,0,OP,IC,NG,2.7,0,0,0,,1967,
13826,NE,Auburn,2215,7,0,OP,IC,NG,5.6,0,0,0,,1987,
13827,NE,Beatrice,8000,CT1,0,OP,CT,NG,104.7,0,0,0,,2005,
13828,NE,Beatrice,8000,CT2,0,OP,CT,NG,104.7,0,0,0,,2005,
13829,NE,Beatrice,8000,ST1,2,OP,CA,NG,93.9,0.134964574,111017,0,F923ST,2005,
13830,NE,Beaver City,2217,1,0,OP,IC,DFO,0.5,0,0,0,,1957,
13831,NE,Beaver City,2217,2,0,OP,IC,NG,0.3,0,0,0,,1963,
13832,NE,Beaver City,2217,3,0,OP,IC,DFO,0.3,0,0,0,,1947,
13833,NE,Beaver City,2217,4,0,OP,IC,NG,0.9,0,0,0,,1967,
13834,NE,Broken Bow,2221,1,0,OP,IC,DFO,0.5,0,0,0,,1936,
13835,NE,Broken Bow,2221,2,0,OP,IC,NG,3.5,0,0,0,,1970,
13836,NE,Broken Bow,2221,3,0,OP,IC,DFO,0.8,0,0,0,,1945,
13837,NE,Broken Bow,2221,4,0,OP,IC,NG,0.8,0,0,0,,1951,
13838,NE,Broken Bow,2221,5,0,OP,IC,NG,1,0,0,0,,1951,
13839,NE,Broken Bow,2221,6,0,OP,IC,NG,2.1,0,0,0,,1961,
13840,NE,Broken Bow Wind LLC,57593,1,0,OP,WT,WND,79.9,0.030551888,21384,0,F923NONK,2012,
13841,NE,Burwell,2222,1,0,SB,IC,DFO,1.3,0,0,0,,1972,
13842,NE,Burwell,2222,2,0,SB,IC,DFO,1.1,0,0,0,,1968,
13843,NE,Burwell,2222,3,0,SB,IC,DFO,0.9,0,0,0,,1960,
13844,NE,Burwell,2222,4,0,SB,IC,DFO,0.6,0,0,0,,1955,
13845,NE,C W Burdick,2241,1,1,SB,ST,NG,18.7,-0.004822602,-790,0,F923ST,1957,
13846,NE,C W Burdick,2241,2,1,SB,ST,NG,24.9,-0.000132952,-29,0,F923ST,1963,
13847,NE,C W Burdick,2241,3,1,SB,ST,NG,54.4,-0.000209844,-100,0,F923ST,1972,
13848,NE,C W Burdick,2241,GT1,0,OP,GT,NG,16,0,0,0,,1968,
13849,NE,C W Burdick,2241,GT2,0,OP,GT,NG,63.4,0,0,0,,2003,
13850,NE,C W Burdick,2241,GT3,0,OP,GT,NG,63.4,0,0,0,,2003,
13851,NE,Cambridge,2223,1,0,RE,IC,DFO,0.7,0,0,0,,1957,
13852,NE,Cambridge,2223,2,0,RE,IC,DFO,0.9,0,0,0,,1963,
13853,NE,Cambridge,2223,3,0,RE,IC,DFO,1.3,0,0,0,,1971,
13854,NE,Cambridge,2223,CAT1,0,SB,IC,DFO,2,0,0,0,,2005,
13855,NE,Cambridge,2223,CAT2,0,OP,IC,DFO,2,0,0,0,,2005,
13856,NE,Campbell Village,2225,1,0,SB,IC,DFO,0.1,0,0,0,,1927,
13857,NE,Campbell Village,2225,2,0,SB,IC,DFO,0.1,0,0,0,,1937,
13858,NE,Campbell Village,2225,3,0,SB,IC,DFO,0.1,0,0,0,,1946,
13859,NE,Campbell Village,2225,IC4,0,SB,IC,DFO,1,0,0,0,,1983,
13860,NE,Canaday,2226,1,1,OP,ST,NG,108.8,0.039475893,37624,0,F923ST,1958,
13861,NE,Cass County,55972,CT-1,0,OP,GT,NG,172.5,0,0,0,,2003,
13862,NE,Cass County,55972,CT-2,0,OP,GT,NG,172.5,0,0,0,,2003,
13863,NE,Chappell,2230,1,0,OP,IC,DFO,0.2,0,0,0,,1940,
13864,NE,Chappell,2230,5,0,OP,IC,DFO,1.1,0,0,0,,1982,
13865,NE,City Light & Water,7481,1,0,OP,IC,DFO,0.9,0,0,0,,1987,
13866,NE,City Light & Water,7481,2,0,OP,IC,DFO,0.4,0,0,0,,1987,
13867,NE,Columbus,2260,1,0,OP,HY,WAT,15.2,0,0,0,,1936,
13868,NE,Columbus,2260,2,0,OP,HY,WAT,15.2,0,0,0,,1936,
13869,NE,Columbus,2260,3,0,OP,HY,WAT,15.2,0,0,0,,1936,
13870,NE,Cooper,8036,1,1,OP,ST,NUC,801,0.829054435,5817276,0,F923NK,1974,
13871,NE,Crete,2231,1,0,OP,IC,DFO,0.4,0,0,0,,1939,
13872,NE,Crete,2231,2,0,OP,IC,NG,1.3,0,0,0,,1955,
13873,NE,Crete,2231,3,0,OP,IC,NG,0.9,0,0,0,,1951,
13874,NE,Crete,2231,4,0,OP,IC,NG,1.1,0,0,0,,1947,
13875,NE,Crete,2231,5,0,OP,IC,NG,2.5,0,0,0,,1963,
13876,NE,Crete,2231,6,0,OP,IC,NG,3.3,0,0,0,,1965,
13877,NE,Crete,2231,7,0,OP,IC,NG,6,0,0,0,,1973,
13878,NE,Crofton Bluffs Wind LLC,57278,CWET1,0,OP,WT,WND,40,0.037425799,13114,0,F923NONK,2012,
13879,NE,Curtis,2232,2,0,OP,IC,NG,0.9,0,0,0,,1955,
13880,NE,Curtis,2232,3,0,OP,IC,NG,1.1,0,0,0,,1969,
13881,NE,Curtis,2232,4,0,OP,IC,NG,1.4,0,0,0,,1975,
13882,NE,David City,2233,1,0,OP,IC,NG,1.5,0,0,0,,1960,
13883,NE,David City,2233,2,0,OP,IC,DFO,1,0,0,0,,1949,
13884,NE,David City,2233,3,0,OP,IC,NG,1,0,0,0,,1955,
13885,NE,David City,2233,4,0,OP,IC,NG,2.3,0,0,0,,1966,
13886,NE,David City,2233,5,0,OP,IC,DFO,1.6,0,0,0,,1996,
13887,NE,David City,2233,6,0,OP,IC,DFO,1.6,0,0,0,,1996,
13888,NE,David City,2233,7,0,OP,IC,DFO,1.6,0,0,0,,1996,
13889,NE,Deshler,2234,1A,0,OP,IC,DFO,0.3,0,0,0,,2001,
13890,NE,Deshler,2234,2,0,OP,IC,DFO,0.3,0,0,0,,1950,
13891,NE,Deshler,2234,4,0,OP,IC,DFO,0.6,0,0,0,,1956,
13892,NE,Deshler,2234,5,0,OP,IC,DFO,1.1,0,0,0,,1999,
13893,NE,Don Henry,2243,1,0,SB,GT,NG,22,0.001826484,352,0,F923NONK,1972,
13894,NE,Elk City Station,7955,1,0,OP,IC,LFG,0.8,0,0,0,,2002,
13895,NE,Elk City Station,7955,2,0,OP,IC,LFG,0.8,0,0,0,,2002,
13896,NE,Elk City Station,7955,3,0,OP,IC,LFG,0.8,0,0,0,,2002,
13897,NE,Elk City Station,7955,4,0,OP,IC,LFG,0.8,0,0,0,,2002,
13898,NE,Elk City Station,7955,5,0,OP,IC,LFG,0.8,0,0,0,,2006,
13899,NE,Elk City Station,7955,6,0,OP,IC,LFG,0.8,0,0,0,,2006,
13900,NE,Elk City Station,7955,7,0,OP,IC,LFG,0.8,0,0,0,,2006,
13901,NE,Elk City Station,7955,8,0,OP,IC,LFG,0.8,0,0,0,,2009,
13902,NE,Elkhorn Ridge Wind LLC,56947,1,0,OP,WT,WND,81,0.38440301,272757,0,F923NONK,2009,
13903,NE,Emerson,2235,2,0,OP,IC,NG,1.1,0,0,0,,1968,
13904,NE,Emerson,2235,3,0,OP,IC,DFO,0.1,0,0,0,,1947,
13905,NE,Emerson,2235,4,0,OP,IC,NG,0.4,0,0,0,,1960,
13906,NE,Fairbury,2236,1,1,OP,ST,NG,4,0.006135845,215,0,F923ST,1948,
13907,NE,Fairbury,2236,2,1,OP,ST,NG,2.5,0.002785388,61,0,F923ST,1938,
13908,NE,Fairbury,2236,4,0,SB,ST,NG,12.5,0,0,0,,1965,
13909,NE,Falls City,2237,1,0,OP,IC,DFO,0.6,0,0,0,,1930,
13910,NE,Falls City,2237,2,0,OP,IC,DFO,0.9,0,0,0,,1937,
13911,NE,Falls City,2237,3,0,OP,IC,NG,2.7,0,0,0,,1965,
13912,NE,Falls City,2237,4,0,OP,IC,NG,1.1,0,0,0,,1946,
13913,NE,Falls City,2237,5,0,OP,IC,NG,2,0,0,0,,1950,
13914,NE,Falls City,2237,6,0,OP,IC,NG,2.5,0,0,0,,1958,
13915,NE,Falls City,2237,7,0,OP,IC,NG,6.2,0,0,0,,1972,
13916,NE,Falls City,2237,8,0,OP,IC,NG,6,0,0,0,,1982,
13917,NE,Flat Water Wind Farm,57283,WTG1,0,OP,WT,WND,60,0,0,0,,2010,
13918,NE,Flat Water Wind Farm,57283,WTG2,0,P,WT,WND,10.5,0,0,0,,2014,
13919,NE,Fort Calhoun,2289,1,1,OA,ST,NUC,502,-0.003569739,-15698,0,F923NK,1973,
13920,NE,Franklin,2238,1,0,OP,IC,NG,0.6,0,0,0,,1963,
13921,NE,Franklin,2238,2,0,OP,IC,NG,1.3,0,0,0,,1974,
13922,NE,Franklin,2238,3,0,OP,IC,NG,1.1,0,0,0,,1969,
13923,NE,Franklin,2238,4,0,OP,IC,NG,0.9,0,0,0,,1955,
13924,NE,Gavins Point,6624,1,0,OP,HY,WAT,44.1,0,0,0,,1956,
13925,NE,Gavins Point,6624,2,0,OP,HY,WAT,44.1,0,0,0,,1956,
13926,NE,Gavins Point,6624,3,0,OP,HY,WAT,44.1,0,0,0,,1957,
13927,NE,Gerald Gentleman,6077,1,1,OP,ST,SUB,681.3,0.836466445,4992189,0,F923ST,1979,
13928,NE,Gerald Gentleman,6077,2,1,OP,ST,SUB,681.3,0.648287721,3869103,0,F923ST,1982,
13929,NE,Hallam,2265,1,0,OP,GT,NG,56.7,0.001395231,693,0,F923NONK,1973,
13930,NE,Hebron,2266,1,0,OP,GT,DFO,56.7,0.000396624,197,0,F923NONK,1973,
13931,NE,J Street,2250,1,0,OP,GT,NG,27,0.001086589,257,0,F923NONK,1972,
13932,NE,Jeffrey,2227,1,0,OP,HY,WAT,10.8,0,0,0,,1941,
13933,NE,Jeffrey,2227,2,0,OP,HY,WAT,10.8,0,0,0,,1941,
13934,NE,Johnson 1,2228,1,0,OP,HY,WAT,10.8,0,0,0,,1941,
13935,NE,Johnson 1,2228,2,0,OP,HY,WAT,10.8,0,0,0,,1941,
13936,NE,Johnson 2,2229,1,0,OP,HY,WAT,22.5,0.384119736,75710,0,F923NONK,1941,
13937,NE,Jones Street,2290,1,0,OP,GT,DFO,65,0,0,0,,1973,
13938,NE,Jones Street,2290,2,0,OP,GT,DFO,65,0,0,0,,1973,
13939,NE,Kearney,2268,1,0,OP,HY,WAT,1.5,0.011339422,149,0,F923NONK,1921,
13940,NE,Kimball,2248,1,0,OP,IC,NG,1,0,0,0,,1956,
13941,NE,Kimball,2248,2,0,OP,IC,NG,1,0,0,0,,1955,
13942,NE,Kimball,2248,3,0,OP,IC,NG,1.3,0,0,0,,1959,
13943,NE,Kimball,2248,4,0,OP,IC,NG,1.3,0,0,0,,1960,
13944,NE,Kimball,2248,5,0,OP,IC,NG,1.1,0,0,0,,1944,
13945,NE,Kimball,2248,6,0,OP,IC,NG,3.9,0,0,0,,1974,
13946,NE,Kingsley,785,1,0,OP,HY,WAT,50,0.191004566,83660,0,F923NONK,1984,
13947,NE,Laredo Ridge Wind LLC,57262,1,0,OP,WT,WND,79.9,0.506906464,354796,0,F923NONK,2011,
13948,NE,Laurel,2249,1,0,SB,IC,NG,1.3,0,0,0,,1974,
13949,NE,Laurel,2249,2,0,SB,IC,NG,0.9,0,0,0,,1970,
13950,NE,Laurel,2249,3,0,SB,IC,NG,0.6,0,0,0,,1965,
13951,NE,Laurel,2249,4,0,SB,IC,NG,0.4,0,0,0,,1960,
13952,NE,Laurel,2249,6,0,SB,IC,NG,0.2,0,0,0,,1956,
13953,NE,Laurel,2249,7,0,SB,IC,NG,1.3,0,0,0,,1992,
13954,NE,Lon Wright,2240,5OT,0,OP,GT,NG,40,0.005142694,1802,0,F923NONK,2003,
13955,NE,Lon Wright,2240,6,1,OP,ST,SUB,16.5,0.305645496,44178,0,F923ST,1957,
13956,NE,Lon Wright,2240,7,1,OP,ST,SUB,22,0.282855957,54512,0,F923ST,1963,
13957,NE,Lon Wright,2240,8,1,OP,ST,SUB,91.5,0.441445218,353836,0,F923ST,1977,
13958,NE,Lyons,2253,2,0,OP,IC,DFO,0.5,0,0,0,,1953,
13959,NE,Lyons,2253,3,0,OP,IC,DFO,0.8,0,0,0,,1960,
13960,NE,Lyons,2253,4A,0,OP,IC,DFO,1.2,0,0,0,,1967,
13961,NE,Lyons,2253,5,0,RE,IC,DFO,0.3,0,0,0,,1930,
13962,NE,Madison Utilities,7469,FM1,0,OP,IC,DFO,2,0,0,0,,1959,
13963,NE,Madison Utilities,7469,FM2,0,OP,IC,DFO,1.3,0,0,0,,1959,
13964,NE,Madison Utilities,7469,FM3,0,OP,IC,DFO,1.1,0,0,0,,1953,
13965,NE,Madison Utilities,7469,FM4,0,RE,IC,DFO,0.6,0,0,0,,1948,
13966,NE,Madison Utilities,7469,FM5,0,OP,IC,DFO,1.4,0,0,0,,2006,
13967,NE,McCook,2271,1,0,OP,GT,DFO,56.7,0.000235558,117,0,F923NONK,1973,
13968,NE,MEAN Wind Project,56106,1,0,OP,WT,WND,10.5,0.309849967,28500,0,F923NONK,2002,
13969,NE,Missouri River Wastewater Treatment,55033,6013,0,OP,IC,DG,1,0,0,0,,2001,
13970,NE,Missouri River Wastewater Treatment,55033,6101,0,OP,IC,DG,1,0,0,0,,1985,
13971,NE,Missouri River Wastewater Treatment,55033,6102,0,OP,IC,DG,1,0,0,0,,1985,
13972,NE,Mobile,6229,1,0,OP,IC,DFO,1,0,0,0,,1980,
13973,NE,Mobile,6229,2,0,OP,IC,DFO,1.6,0,0,0,,1996,
13974,NE,Mobile,6229,3,0,RE,IC,DFO,1,0,0,0,,1980,
13975,NE,Mobile,6229,500,0,OP,IC,DFO,0.5,0,0,0,,1994,
13976,NE,Monroe,2273,1,0,OP,HY,WAT,2.8,0,0,0,,1936,
13977,NE,Monroe,2273,2,0,OP,HY,WAT,2.8,0,0,0,,1936,
13978,NE,Monroe,2273,3,0,OP,HY,WAT,2.8,0,0,0,,1936,
13979,NE,Mullen,2280,3,0,RE,IC,DFO,0.4,0,0,0,,1958,
13980,NE,Mullen,2280,4,0,RE,IC,DFO,0.6,0,0,0,,1966,
13981,NE,Mullen,2280,5,0,IP,IC,DFO,1.2,0,0,0,,,
13982,NE,Nebraska City,6096,1,1,OP,ST,SUB,651.6,0.799289105,4562355,0,F923ST,1979,
13983,NE,Nebraska City,6096,2,1,OP,ST,SUB,738,0.775407277,5012915,0,F923ST,2009,
13984,NE,Nebraska City # 1,2255,10,0,OP,IC,NG,6.5,0,0,0,,1979,
13985,NE,Nebraska City # 1,2255,2,0,OP,IC,NG,1.5,0,0,0,,1953,
13986,NE,Nebraska City # 1,2255,3,0,OP,IC,NG,2.5,0,0,0,,1955,
13987,NE,Nebraska City # 1,2255,4,0,OP,IC,NG,3.1,0,0,0,,1957,
13988,NE,Nebraska City # 1,2255,5,0,OP,IC,NG,2,0,0,0,,1964,
13989,NE,Nebraska City # 1,2255,8,0,OP,IC,NG,4.1,0,0,0,,1971,
13990,NE,Nebraska City # 1,2255,9,0,OP,IC,NG,6.4,0,0,0,,1974,
13991,NE,Nebraska City # 2,7555,11,0,OP,IC,NG,4.5,0,0,0,,1998,
13992,NE,Nebraska City # 2,7555,12,0,OP,IC,NG,4.5,0,0,0,,1998,
13993,NE,Nebraska City # 2,7555,13,0,OP,IC,DFO,4.5,0,0,0,,1998,
13994,NE,North Denver,2244,4,1,SB,ST,NG,17,-0.001517593,-226,0,F923ST,1957,
13995,NE,North Denver,2244,5,1,SB,ST,NG,22,0.0001401,27,0,F923ST,1967,
13996,NE,North Omaha,2291,1,1,OP,ST,SUB,73.5,0.525792874,338537,0,F923ST,1954,
13997,NE,North Omaha,2291,2,1,OP,ST,SUB,108.8,0.592203448,564422,0,F923ST,1957,
13998,NE,North Omaha,2291,3,1,OP,ST,SUB,108.8,0.563217667,536796,0,F923ST,1959,
13999,NE,North Omaha,2291,4,1,OP,ST,SUB,136,0.587582259,700022,0,F923ST,1963,
14000,NE,North Omaha,2291,5,1,OP,ST,SUB,217.6,0.471615423,898982,0,F923ST,1968,
14001,NE,North Platte,2274,1,0,OP,HY,WAT,13.1,0,0,0,,1935,
14002,NE,North Platte,2274,2,0,OP,HY,WAT,13.1,0,0,0,,1935,
14003,NE,Ord,2294,1,0,OP,IC,DFO,5,0,0,0,,1973,
14004,NE,Ord,2294,2,0,OP,IC,DFO,1.5,0,0,0,,1966,
14005,NE,Ord,2294,3,0,OP,IC,DFO,2.5,0,0,0,,1963,
14006,NE,Ord,2294,4A,0,OP,IC,DFO,1.5,0,0,0,,1997,
14007,NE,Ord,2294,5A,0,OP,IC,DFO,1.5,0,0,0,,1997,
14008,NE,Oxford,2295,2,0,OP,IC,NG,0.6,0,0,0,,1953,
14009,NE,Oxford,2295,3,0,OP,IC,NG,0.9,0,0,0,,1956,
14010,NE,Oxford,2295,4,0,OP,IC,NG,0.6,0,0,0,,1956,
14011,NE,Oxford,2295,5,0,OP,IC,NG,1.3,0,0,0,,1972,
14012,NE,Papillion Creek Wastewater,55027,951,0,SB,IC,DG,0.5,0,0,0,,1987,
14013,NE,Papillion Creek Wastewater,55027,952,0,OP,IC,DG,0.5,0,0,0,,1987,
14014,NE,Papillion Creek Wastewater,55027,953,0,OP,IC,DG,0.5,0,0,0,,1987,
14015,NE,Pender,2296,1,0,OP,IC,NG,1.5,0,0,0,,1968,
14016,NE,Pender,2296,2,0,OP,IC,NG,2,0,0,0,,1973,
14017,NE,Pender,2296,3,0,OP,IC,NG,0.5,0,0,0,,1953,
14018,NE,Pender,2296,4,0,OP,IC,NG,0.9,0,0,0,,1961,
14019,NE,Pender,2296,5,0,OP,IC,NG,0.2,0,0,0,,1939,
14020,NE,Plainview Muncipal Power,2297,1,0,OP,IC,DFO,1.1,0,0,0,,1949,
14021,NE,Plainview Muncipal Power,2297,3,0,OP,IC,DFO,0.9,0,0,0,,1958,
14022,NE,Plainview Muncipal Power,2297,4,0,OP,IC,DFO,1.2,0,0,0,,1963,
14023,NE,Plainview Muncipal Power,2297,5,0,OP,IC,DFO,1.8,0,0,0,,1999,
14024,NE,Platte,59,1,1,OP,ST,SUB,109.8,0.459178581,441660,0,F923ST,1982,
14025,NE,Prairie Breeze,58322,1,0,P,WT,WND,206.5,0,0,0,,2014,
14026,NE,Red Cloud,2299,1,0,OP,IC,DFO,0.5,0,0,0,,1950,
14027,NE,Red Cloud,2299,2,0,OP,IC,DFO,0.9,0,0,0,,1953,
14028,NE,Red Cloud,2299,3,0,OP,IC,DFO,1.3,0,0,0,,1960,
14029,NE,Red Cloud,2299,4,0,OP,IC,DFO,1.3,0,0,0,,1968,
14030,NE,Red Cloud,2299,5,0,OP,IC,DFO,2.2,0,0,0,,1973,
14031,NE,Rokeby,6373,1,0,OP,GT,NG,72.4,0,0,0,,1975,
14032,NE,Rokeby,6373,2,0,OP,GT,NG,95.4,0,0,0,,1997,
14033,NE,Rokeby,6373,3,0,OP,GT,NG,95.4,0,0,0,,2001,
14034,NE,Rokeby,6373,BSU,0,OP,IC,DFO,2.9,0.001810738,46,0,F923NONK,1997,
14035,NE,Salt Valley Wind Plant,7965,G1,0,OP,WT,WND,0.6,0,0,0,,1998,
14036,NE,Salt Valley Wind Plant,7965,G2,0,OP,WT,WND,0.6,0,0,0,,1999,
14037,NE,Sargent,2300,1,0,OP,IC,DFO,1.1,0,0,0,,1968,
14038,NE,Sargent,2300,3,0,OP,IC,DFO,0.9,0,0,0,,1964,
14039,NE,Sargent,2300,4,0,OP,IC,DFO,0.4,0,0,0,,1954,
14040,NE,Sarpy County,2292,1,0,OP,GT,NG,55.4,0,0,0,,1972,
14041,NE,Sarpy County,2292,2,0,OP,GT,NG,55.4,0,0,0,,1972,
14042,NE,Sarpy County,2292,3,0,OP,GT,NG,105.6,0,0,0,,1996,
14043,NE,Sarpy County,2292,4,0,OP,GT,NG,58.9,0,0,0,,2000,
14044,NE,Sarpy County,2292,5,0,OP,GT,NG,58.9,0,0,0,,2000,
14045,NE,Sarpy County,2292,BSD,0,OP,IC,DFO,3.5,0,0,0,F923NONK,1996,
14046,NE,Sheldon,2277,1,1,OP,ST,SUB,108.8,0.471993142,449851,0,F923ST,1961,
14047,NE,Sheldon,2277,2,1,OP,ST,SUB,119.9,0.551483161,579236,0,F923ST,1965,
14048,NE,Sidney,2302,1,0,OP,IC,NG,1.2,0,0,0,,1949,
